campus_id,apparent_temperature,air_temperature,relative_humidity,is_holiday,is_semester,is_exam
1,-0.25538924,0.12763794,0.105042465,0.043120224,0.08116119,0.009540078
2,-0.19000849,0.32010302,-0.04417347,0.029487915,0.0,0.0
